marketdate,screener_name,stock
20260921,Bullish_hourly,RNG
20260921,Bullish_hourly,SENS
20260921,Bullish_hourly,SMWB
20260921,Bullish_hourly,SNOW
20260921,Bullish_hourly,TEAM
20260921,Bullish_hourly,URGN
20260921,Bullish_hourly,VIR
20260921,Bullish_hourly,WT
20260921,Bullish_hourly,XNCR
20260921,Bullish_hourly,ZETA
20260921,Bullish_catalyst,ARM
20260921,Bullish_catalyst,EE
20260921,Bullish_catalyst,FIVN
20260921,Bullish_catalyst,GRPN
20260921,Bearish_hourly,AAON
20260921,Bearish_hourly,ADTN
20260921,Bearish_hourly,APP
20260921,Bearish_hourly,COLL
20260921,Bearish_hourly,DKS
20260921,Bearish_hourly,DY
20260921,Bearish_hourly,LINC
20260921,Bearish_hourly,LMB
20260921,Bearish_hourly,NXT
20260921,Bearish_hourly,QFIN
20260921,Bearish_hourly,RUN
20260921,Bearish_hourly,SHOE
20260921,Bearish_hourly,UTI
20260921,Bearish_hourly,VNET
20260918,Bullish_daily,SIMO
20260918,Bullish_daily,SITM
20260918,Bullish_daily,STX
20260918,Bullish_daily,TTMI
20260918,Bullish_daily,VIAV
20260918,Bullish_daily,WDC
20260918,Bullish_hourly,ABCL
20260918,Bullish_hourly,AMPL
20260918,Bullish_hourly,ANF
20260918,Bullish_hourly,APPN
20260918,Bullish_hourly,ARCT
20260918,Bullish_hourly,AVAH
20260918,Bullish_hourly,CDNA
20260918,Bullish_hourly,CNH
20260918,Bullish_hourly,CORT
20260918,Bullish_hourly,ESTC
20260918,Bullish_hourly,ETON
20260918,Bullish_hourly,FDMT
20260918,Bullish_hourly,FIVN
20260918,Bullish_hourly,GCT
20260918,Bullish_hourly,HNST
20260918,Bullish_hourly,KYMR
20260918,Bullish_hourly,MASS
20260918,Bullish_hourly,MRNA
20260918,Bullish_hourly,MTA
20260918,Bullish_hourly,NLST
20260918,Bullish_hourly,NSP
20260918,Bullish_hourly,OOMA
20260918,Bullish_hourly,P
20260918,Bullish_hourly,PAYS
20260918,Bullish_hourly,PBF
20260918,Bullish_hourly,PUBM
20260918,Bullish_hourly,QLYS
20260918,Bullish_hourly,QMCO
20260918,Bullish_hourly,RCEL
20260918,Bullish_hourly,RNG
20260918,Bullish_hourly,SENS
20260918,Bullish_hourly,SMWB
20260918,Bullish_hourly,SNOW
20260918,Bullish_hourly,SOPH
20260918,Bullish_hourly,TEAM
20260918,Bullish_hourly,URGN
20260918,Bullish_hourly,VIR
20260918,Bullish_hourly,WT
20260918,Bullish_hourly,XNCR
20260918,Bullish_hourly,ZETA
20260918,Bearish_ready,VITL
20260918,Bearish_hourly,AAON
20260918,Bearish_hourly,ADTN
20260918,Bearish_hourly,APP
20260918,Bearish_hourly,DKS
20260918,Bearish_hourly,DY
20260918,Bearish_hourly,LINC
20260918,Bearish_hourly,LMB
20260918,Bearish_hourly,NXT
20260918,Bearish_hourly,QFIN
20260918,Bearish_hourly,RUN
20260918,Bearish_hourly,SHOE
20260918,Bearish_hourly,UTI
20260918,Bearish_hourly,VNET
20260917,BE_TSH,AAON
20260917,BU_TSH,ABCL
20260917,BE_TSH,ADTN
20260917,BU_TSH,AMPL
20260917,BU_TSH,ANF
20260917,BE_TSH,APP
20260917,BU_TSH,APPN
20260917,BU_TSH,ARCT
20260917,BU_FUT,ATRO
20260917,BU_TSH,AVAH
20260917,BU_TSH,CDNA
20260917,BU_FUT,CECO
20260917,BE_TSH,DKS
20260917,BE_TSH,DY
20260917,BU_TSH,ESTC
20260917,BU_TSH,ETON
20260917,BU_TSH,FDMT
20260917,BU_TSH,FIVN
20260917,BU_TSH,GCT
20260917,BU_TSH,HNST
20260917,BU_TSH,KYMR
20260917,BE_TSH,LINC
20260917,BE_TSH,LMB
20260917,BU_TSH,MASS
20260917,BU_TSH,MRNA
20260917,BU_TSH,MTA
20260917,BU_TSH,NLST
20260917,BU_TSH,NSP
20260917,BE_TSH,NXT
20260917,BU_TSH,OOMA
20260917,BU_TSH,P
20260917,BU_TSH,PAY
20260917,BU_TSH,PAYS
20260917,BU_TSH,PBF
20260917,BE_TSH,QFIN
20260917,BU_TSH,QLYS
20260917,BU_TSH,QMCO
20260917,BU_TSH,RCEL
20260917,BU_TSH,RGEN
20260917,BU_TSH,RNG
20260917,BE_TSH,RUN
20260917,BU_TSH,SCSC
20260917,BU_TSH,SENS
20260917,BU_FUT,SIMO
20260917,BU_FUT,SITM
20260917,BU_TSH,SMWB
20260917,BU_TSH,SNOW
20260917,BU_TSH,SOPH
20260917,BE_TSD,SRAD
20260917,BU_FUT,STX
20260917,BU_TSH,TEAM
20260917,BU_TSH,URGN
20260917,BE_TSH,UTI
20260917,BU_FUT,VIAV
20260917,BU_TSH,VIR
20260917,BE_TSH,VNET
20260917,BU_TSD,VSXY
20260917,BU_FUT,WDC
20260917,BU_TSH,WT
20260917,BU_TSH,XNCR
20260917,BU_TSH,ZETA
20260916,BE_TSH,AAON
20260916,BU_TSH,ABCL
20260916,BE_TSH,ADTN
20260916,BU_TSH,AMPL
20260916,BU_TSH,ANF
20260916,BE_TSH,APP
20260916,BU_TSH,APPN
20260916,BU_TSH,ARCT
20260916,BU_FUT,ATEX
20260916,BU_FUT,ATRO
20260916,BU_TSH,AVAH
20260916,BU_TSH,CDNA
20260916,BU_FUT,CECO
20260916,BU_TSH,CF
20260916,BE_TSH,COLL
20260916,BU_TSH,CSTL
20260916,BE_TSH,DKS
20260916,BE_TSH,DY
20260916,BE_TSH,ELVA
20260916,BU_TSH,ESTC
20260916,BU_TSH,ETON
20260916,BU_FUT,EZPW
20260916,BU_TSH,FIVN
20260916,BU_TSH,GCT
20260916,BU_TSH,HNST
20260916,BE_TSH,IPGP
20260916,BU_TSH,KYMR
20260916,BE_TSH,LINC
20260916,BU_FUT,LITE
20260916,BE_TSH,LMB
20260916,BU_TSD,LQDA
20260916,BU_TSH,MASS
20260916,BU_TSH,MRNA
20260916,BE_TSH,MTZ
20260916,BU_TSH,NLST
20260916,BU_TSH,NSP
20260916,BU_TSH,NTAP
20260916,BU_FUT,NVT
20260916,BE_TSH,NXT
20260916,BU_TSH,OOMA
20260916,BU_TSH,OPRT
20260916,BU_TSH,PAY
20260916,BU_TSH,PAYS
20260916,BU_TSH,PBF
20260916,BU_FUT,PENG
20260916,BU_TSH,PGEN
20260916,BU_TSH,PI
20260916,BE_TSH,QFIN
20260916,BU_TSH,QLYS
20260916,BU_TSH,QMCO
20260916,BU_TSH,RCEL
20260916,BU_TSH,RGEN
20260916,BU_TSH,RNG
20260916,BU_TSH,RSKD
20260916,BE_TSH,RUN
20260916,BU_TSH,SCSC
20260916,BU_TSH,SENS
20260916,BU_FUT,SIMO
20260916,BU_FUT,SITM
20260916,BU_TSH,SMWB
20260916,BU_TSH,SNOW
20260916,BU_TSH,SOPH
20260916,BU_FUT,STX
20260916,BU_TSH,TEAM
20260916,BU_FUT,TER
20260916,BE_FUT,TTD
20260916,BE_TSH,TTI
20260916,BU_TSH,TWLO
20260916,BU_TSH,URGN
20260916,BE_TSH,UTI
20260916,BU_FUT,VIAV
20260916,BU_FUT,VSXY
20260916,BU_FUT,WDC
20260916,BE_TSH,WING
20260916,BU_TSH,WT
20260916,BU_TSH,XNCR
20260916,BU_TSH,ZETA
20260915,BE_TSH,AAON
20260915,BU_TSH,ABCL
20260915,BU_TSH,ADPT
20260915,BE_TSH,ADTN
20260915,BU_TSH,AMPL
20260915,BU_TSH,ANF
20260915,BE_TSH,APP
20260915,BU_TSH,APPN
20260915,BU_TSH,ARCT
20260915,BU_FUT,ATEX
20260915,BU_FUT,ATRO
20260915,BU_TSH,AVAH
20260915,BU_TSH,CDNA
20260915,BU_TSH,CF
20260915,BU_TSH,CSTL
20260915,BE_TSH,DKS
20260915,BE_TSH,DY
20260915,BE_TSH,ELVA
20260915,BU_TSH,ESTC
20260915,BU_TSH,ETON
20260915,BU_FUT,EZPW
20260915,BU_TSH,FIVN
20260915,BE_TSH,FLNC
20260915,BU_TSH,GCT
20260915,BU_FUT,HBM
20260915,BU_TSH,HNST
20260915,BE_TSH,IIIV
20260915,BU_TSH,ILMN
20260915,BU_TSH,IOVA
20260915,BE_TSH,IPGP
20260915,BU_FUT,KYMR
20260915,BE_TSH,LASR
20260915,BE_TSH,LINC
20260915,BU_FUT,LITE
20260915,BE_TSH,LMB
20260915,BU_FUT,LQDA
20260915,BU_TSH,MASS
20260915,BU_TSH,MRNA
20260915,BU_TSH,MTA
20260915,BE_TSH,MTZ
20260915,BU_FUT,MU
20260915,BU_TSH,NSP
20260915,BU_TSH,NTAP
20260915,BE_TSH,NXT
20260915,BU_TSH,OOMA
20260915,BU_TSH,PAY
20260915,BU_TSH,PAYS
20260915,BU_TSH,PBF
20260915,BU_TSH,PBYI
20260915,BU_TSH,PGEN
20260915,BU_TSH,PTEN
20260915,BE_TSH,QFIN
20260915,BU_TSH,QLYS
20260915,BU_TSH,QMCO
20260915,BU_TSH,RCEL
20260915,BU_TSH,RGEN
20260915,BU_TSH,RSKD
20260915,BE_TSH,RUN
20260915,BU_TSH,SENS
20260915,BU_TSH,SMWB
20260915,BU_TSH,SNOW
20260915,BU_TSH,SOPH
20260915,BU_TSH,STLN
20260915,BU_FUT,STX
20260915,BU_TSH,TEAM
20260915,BU_FUT,TGTX
20260915,BE_FUT,TTD
20260915,BE_TSH,TTI
20260915,BU_TSH,TWLO
20260915,BU_FUT,URGN
20260915,BE_TSH,UTI
20260915,BU_FUT,VIRT
20260915,BE_TSH,VNET
20260915,BU_FUT,VSXY
20260915,BU_TSH,W
20260915,BU_FUT,WDC
20260915,BE_TSH,WING
20260915,BU_TSH,WT
20260915,BU_TSH,XNCR
20260915,BU_TSH,ZETA
20260914,BE_TSH,AAON
20260914,BU_TSH,ABCL
20260914,BU_TSH,ADPT
20260914,BE_TSH,ADTN
20260914,BE_TSH,ALHC
20260914,BU_TSH,AMPL
20260914,BE_TSH,APP
20260914,BU_TSH,ARCT
20260914,BU_TSH,AVAH
20260914,BU_TSH,CDNA
20260914,BU_TSH,CSTL
20260914,BE_TSH,DKS
20260914,BU_TSH,ETON
20260914,BU_TSH,FIVE
20260914,BU_TSH,FIVN
20260914,BE_TSH,FLNC
20260914,BU_TSH,GCT
20260914,BU_TSH,HNST
20260914,BE_TSH,IIIV
20260914,BU_TSH,ILMN
20260914,BU_TSH,IOVA
20260914,BE_TSH,IPGP
20260914,BU_TSH,KYMR
20260914,BE_TSH,LINC
20260914,BE_TSH,LMB
20260914,BU_TSH,MRNA
20260914,BU_TSH,MTA
20260914,BU_TSH,NEO
20260914,BU_TSH,NSP
20260914,BU_TSH,NTAP
20260914,BU_TSH,NWL
20260914,BE_TSH,NXT
20260914,BU_TSH,PAY
20260914,BU_TSH,PAYS
20260914,BU_TSH,PBYI
20260914,BU_TSH,PGEN
20260914,BU_TSH,PRCH
20260914,BU_TSH,PTEN
20260914,BU_TSH,QMCO
20260914,BU_TSH,RCEL
20260914,BU_TSH,RSKD
20260914,BE_TSH,RUN
20260914,BU_TSH,SMWB
20260914,BU_TSH,SOPH
20260914,BU_TSH,STLN
20260914,BU_TSH,TEAM
20260914,BU_TSH,TXG
20260914,BU_TSH,URGN
20260914,BE_TSH,UTI
20260914,BU_TSH,VIR
20260914,BE_TSH,VNET
20260914,BU_TSH,XNCR
20260914,BU_TSH,ZETA
20260911,BE_TSH,AAON
20260911,BU_TSH,ABCL
20260911,BU_TSH,ADPT
20260911,BE_TSH,ADTN
20260911,BE_TSH,ALHC
20260911,BU_TSH,AMPL
20260911,BE_TSH,APP
20260911,BU_TSH,ARCT
20260911,BU_FUT,ATEX
20260911,BU_TSH,AVAH
20260911,BU_FUT,BFLY
20260911,BU_TSH,CDNA
20260911,BU_TSH,CSTL
20260911,BE_TSH,DKS
20260911,BU_TSH,ETON
20260911,BU_TSH,FIVN
20260911,BE_TSH,FLNC
20260911,BU_TSH,GCT
20260911,BU_FUT,GH
20260911,BU_TSH,HNST
20260911,BU_TSH,ILMN
20260911,BU_TSH,IOVA
20260911,BE_TSH,IPGP
20260911,BU_TSH,KYMR
20260911,BE_TSH,LINC
20260911,BU_FUT,LIND
20260911,BE_TSH,LMB
20260911,BU_FUT,LQDA
20260911,BU_FUT,MITK
20260911,BU_TSH,MRNA
20260911,BU_TSH,MTA
20260911,BU_TSH,NEO
20260911,BU_FUT,NEXA
20260911,BU_TSH,NLST
20260911,BU_TSH,NSP
20260911,BU_TSH,NTAP
20260911,BU_TSH,NWL
20260911,BE_TSH,NXT
20260911,BU_FUT,PANW
20260911,BU_TSH,PAY
20260911,BU_TSH,PAYS
20260911,BU_TSH,PBYI
20260911,BU_TSH,PGEN
20260911,BU_TSH,PRCH
20260911,BU_TSH,PTEN
20260911,BU_TSH,QMCO
20260911,BU_TSH,RCEL
20260911,BU_TSH,RNG
20260911,BU_TSH,RSKD
20260911,BE_TSH,RUN
20260911,BU_TSH,SMWB
20260911,BU_TSH,SOPH
20260911,BU_TSH,STLN
20260911,BU_TSH,TEAM
20260911,BU_TSH,TWLO
20260911,BU_TSH,TXG
20260911,BU_TSH,URGN
20260911,BE_TSH,UTI
20260911,BU_TSH,VIR
20260911,BU_FUT,VIRT
20260911,BE_TSH,VNET
20260911,BU_FUT,VRT
20260911,BU_FUT,VSXY
20260911,BU_FUT,XMTR
20260911,BU_TSH,XNCR
20260911,BU_TSH,ZETA
20260910,BE_TSH,AAON
20260910,BE_TSH,AAP
20260910,BU_TSH,ABCL
20260910,BU_TSH,ABCL
20260910,BU_FUT,ACRS
20260910,BU_TSH,ADPT
20260910,BE_TSH,ADTN
20260910,BE_TSH,ADTN
20260910,BE_TSH,ALHC
20260910,BU_TSH,AMPL
20260910,BE_TSH,APP
20260910,BU_TSH,APPS
20260910,BU_TSH,ARCT
20260910,BU_FUT,ATEX
20260910,BU_TSH,AVAH
20260910,BU_TSH,BULL
20260910,BE_TSH,BW
20260910,BU_TSH,CDNA
20260910,BU_TSH,CRSR
20260910,BU_TSH,CSTL
20260910,BE_TSH,EBS
20260910,BU_TSH,ETON
20260910,BE_TSH,FLNC
20260910,BU_TSH,GCT
20260910,BU_TSH,HCC
20260910,BU_TSH,HNST
20260910,BE_TSH,IIIV
20260910,BU_TSH,ILMN
20260910,BU_TSH,IOVA
20260910,BE_TSH,IPGP
20260910,BU_TSH,KYMR
20260910,BE_TSH,LINC
20260910,BU_FUT,LIND
20260910,BE_TSH,LMB
20260910,BU_TSH,MRNA
20260910,BU_TSH,MTA
20260910,BE_TSH,MTZ
20260910,BU_TSH,NEO
20260910,BU_FUT,NEXA
20260910,BU_TSH,NSP
20260910,BU_TSH,NTAP
20260910,BU_TSH,NWL
20260910,BE_TSH,NXT
20260910,BE_TSH,OI
20260910,BU_TSH,PAY
20260910,BU_TSH,PAYS
20260910,BU_TSH,PBYI
20260910,BU_TSH,PD
20260910,BE_TSH,PHAT
20260910,BE_TSH,POWI
20260910,BU_TSH,PRCH
20260910,BU_TSH,QMCO
20260910,BU_TSH,RCEL
20260910,BE_TSH,REZI
20260910,BE_TSH,REZI
20260910,BU_TSH,RNG
20260910,BE_TSH,RUN
20260910,BE_TSH,RUN
20260910,BU_TSH,SCSC
20260910,BU_TSH,SMWB
20260910,BU_TSH,SOPH
20260910,BU_TSH,STLN
20260910,BU_TSH,TEAM
20260910,BE_TSH,TTI
20260910,BU_TSH,TWLO
20260910,BU_TSH,TXG
20260910,BU_TSH,URGN
20260910,BE_TSH,UTI
20260910,BE_TSH,UTI
20260910,BE_TSH,VNET
20260910,BE_TSH,VNET
20260910,BU_TSH,VSTM
20260910,BU_FUT,VSXY
20260910,BE_TSH,WING
20260910,BE_TSH,WING
20260910,BU_TSH,XNCR
20260910,BU_TSH,ZETA
20260909,BU_TSH,ADPT
20260909,BE_TSH,ALHC
20260909,BE_TSH,APP
20260909,BU_TSD,BAND
20260909,BU_TSH,DOCU
20260909,BU_TSH,EAT
20260909,BU_TSH,GCT
20260909,BU_TSH,INTA
20260909,BE_TSH,LASR
20260909,BU_TSD,LQDA
20260909,BE_TSH,MEC
20260909,BU_TSH,NSP
20260909,BU_TSH,PD
20260909,BE_TSH,POWL
20260909,BU_TSH,SMWB
20260908,BE_TSH,AAON
20260908,BU_TSH,ABCL
20260908,BU_TSH,ACRS
20260908,BU_TSH,ADPT
20260908,BE_TSH,ADTN
20260908,BE_TSH,ALHC
20260908,BU_TSH,AMPL
20260908,BE_TSH,APP
20260908,BU_TSH,AVAH
20260908,BE_TSH,BW
20260908,BU_TSH,CBRL
20260908,BU_TSH,CDNA
20260908,BU_TSH,CSTL
20260908,BE_TSD,CWH
20260908,BU_TSH,EAT
20260908,BU_TSH,EOLS
20260908,BU_TSH,ERO
20260908,BU_TSH,ESTC
20260908,BU_TSH,ETON
20260908,BU_TSH,FDMT
20260908,BU_TSH,FIVN
20260908,BE_TSH,FLNC
20260908,BE_TSH,FUN
20260908,BU_TSH,GCT
20260908,BU_TSH,GH
20260908,BU_TSH,GO
20260908,BU_TSH,HCC
20260908,BU_TSH,HPE
20260908,BE_TSH,IIIV
20260908,BU_TSH,ILMN
20260908,BU_TSH,IOVA
20260908,BE_TSH,IPGP
20260908,BU_TSH,KRO
20260908,BU_TSH,KYMR
20260908,BE_TSH,LASR
20260908,BE_TSH,LINC
20260908,BE_TSH,LMB
20260908,BU_TSH,MASS
20260908,BE_TSH,MEC
20260908,BU_TSH,MGTX
20260908,BU_TSH,MRNA
20260908,BU_TSH,MRVI
20260908,BU_TSH,MTA
20260908,BE_TSH,MTZ
20260908,BU_TSH,NEO
20260908,BU_TSH,NLST
20260908,BU_TSH,NSP
20260908,BU_TSH,NTAP
20260908,BU_TSH,NWL
20260908,BU_TSH,OBIO
20260908,BE_TSH,OI
20260908,BE_TSH,OPFI
20260908,BU_TSH,PAYS
20260908,BU_TSH,PBF
20260908,BU_TSH,PBYI
20260908,BU_TSH,PGEN
20260908,BU_TSH,PGY
20260908,BE_TSH,POWL
20260908,BU_TSH,PRCH
20260908,BE_TSD,PRCT
20260908,BU_TSH,QLYS
20260908,BU_TSH,QMCO
20260908,BU_TSH,RCEL
20260908,BU_TSH,RELY
20260908,BU_TSH,RNG
20260908,BE_TSH,RUN
20260908,BU_TSH,SENS
20260908,BU_TSH,SMWB
20260908,BU_TSH,SOPH
20260908,BE_TSH,SPRY
20260908,BU_TSH,STLN
20260908,BU_TSH,TEAM
20260908,BU_TSH,TGB
20260908,BE_TSH,TTI
20260908,BU_TSH,TWLO
20260908,BU_TSH,TXG
20260908,BU_TSH,URGN
20260908,BE_TSH,UTI
20260908,BE_TSH,VNET
20260908,BE_TSH,WING
20260908,BU_TSH,XNCR
20260908,BU_TSH,ZETA
20260904,BE_TSH,AAON
20260904,BU_TSH,ABCL
20260904,BU_TSH,ACRS
20260904,BU_TSH,ADPT
20260904,BE_TSH,ADTN
20260904,BE_TSH,ALHC
20260904,BU_TSH,AMPL
20260904,BE_TSH,APP
20260904,BU_TSH,APPN
20260904,BU_TSH,AVAH
20260904,BU_TSH,BRZE
20260904,BU_TSH,CBRL
20260904,BE_TSH,CC
20260904,BU_TSH,CCC
20260904,BU_TSH,CDNA
20260904,BU_TSD,COHR
20260904,BU_TSH,CRCT
20260904,BU_TSH,CSTL
20260904,BU_TSH,EAT
20260904,BU_TSH,ETON
20260904,BU_TSH,FDMT
20260904,BU_TSH,FIVN
20260904,BE_TSH,FLNC
20260904,BU_TSH,GCT
20260904,BU_TSH,GH
20260904,BU_TSH,HCC
20260904,BU_TSH,HPE
20260904,BE_TSH,IIIV
20260904,BU_TSH,INTA
20260904,BU_TSH,IOVA
20260904,BE_TSH,IPGP
20260904,BU_TSH,KRO
20260904,BU_TSH,KYMR
20260904,BU_TSH,LFST
20260904,BE_TSH,LINC
20260904,BE_TSH,LMB
20260904,BU_TSH,MASS
20260904,BU_TSH,MATV
20260904,BE_TSH,MEC
20260904,BU_TSH,MGTX
20260904,BU_TSH,MRVI
20260904,BU_TSH,MTA
20260904,BU_TSD,MTSI
20260904,BE_TSH,MTZ
20260904,BU_TSH,NEO
20260904,BU_TSH,NLST
20260904,BU_TSH,NSP
20260904,BU_TSH,NTAP
20260904,BU_TSH,NUVB
20260904,BU_TSH,NWL
20260904,BU_TSH,OBIO
20260904,BE_TSH,OI
20260904,BE_TSH,OPFI
20260904,BE_TSH,ORN
20260904,BU_TSH,PAY
20260904,BU_TSH,PAYS
20260904,BU_TSH,PBF
20260904,BU_TSH,PGEN
20260904,BU_TSH,PGY
20260904,BU_TSH,PRCH
20260904,BU_TSH,PUBM
20260904,BU_TSH,QLYS
20260904,BU_TSH,QMCO
20260904,BU_TSH,QNST
20260904,BU_TSH,RCEL
20260904,BU_TSH,RELY
20260904,BE_TSH,RUN
20260904,BU_TSD,SANM
20260904,BU_TSH,SENS
20260904,BU_TSD,SIMO
20260904,BU_TSH,SMWB
20260904,BU_TSH,SOPH
20260904,BE_TSH,SPRY
20260904,BU_TSH,STLN
20260904,BU_TSD,STX
20260904,BU_TSH,TEAM
20260904,BE_TSH,TTI
20260904,BU_TSH,TWLO
20260904,BU_TSH,TXG
20260904,BU_TSH,URGN
20260904,BE_TSH,UTI
20260904,BU_TSH,VAC
20260904,BU_TSH,WDAY
20260904,BU_TSD,WDC
20260904,BE_TSH,WING
20260904,BU_TSH,WK
20260904,BU_TSH,WWW
20260904,BU_TSH,XNCR
20260904,BU_TSH,YEXT
>>>>>>> c947b1ecdcb184a35cf8df4cc234d812ba612a2e
