Company Name,Ticker,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %,Zacks Rank
"AMC Global Media Inc.","AMCX","514.8","12.48","506965","1.05","5.14","23.81","94.15","18.7","-4.52","1.69","12.85","6.52","95","Consumer Discretionary","Media Conglomerates","-.88","1"
"AMERISAFE","AMSF","481.75","25.99","416524","-.57","-12.58","-18.27","1.35","-39.48","2.66","11.73","47.25","25.7","221","Finance","Insurance - Accident and Health","14","5"
"AMETEK","AME","54486.14","237.72","1335940","-2.44","-5.43","5.09","73.75",".79","6.63","23.32","258.52","179.28","22","Computer and Technology","Electronics - Testing Equipment","20.04","2"
"AMN Healthcare Services","AMN","1309.07","33.8","656290","-3.65","9.74","9.78","86.98","87.31","-8.49","3.97","36.6","15.1","179","Business Services","Business - Services","3.06","3"
"ANI Pharmaceuticals","ANIP","1636.15","71.23","417926","-3.1","-13.8","-12.76","2.61","-19.42","43.78","18.68","98.81","70.49","163","Medical","Medical - Biomedical and Genetics","11.07","3"
"APA","APA","14984.55","42.77","5313472",".92","17.08","16.29","91.64","59.59","-5.31","21.07","44.69","21.66","172","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48","3"
"APTIV PLC","APTV","9956","47.95","4811768","5.52","3.56","-29.44","7.26","-45.97","3.47","8.45","88.67","44.76","163","Business Services","Technology Services","1.17","5"
"APi Group","APG","17303.69","40.04","2524736","-2.93","-2.93","-6.14","40.61","-7.56","12.72","15.24","49.4","33.64","179","Business Services","Business - Services","3.99","3"
"ARM Holdings PLC Sponsored ADR","ARM","269252.03","252.09","3629516","-1.22","-12.07","-26.34","44.05","96.08","22.79","38.85","439.46","104.55","47","Computer and Technology","Electronics - Semiconductors","20.25","3"
"ARMOUR Residential REIT","ARR","2314.39","16.35","3364257","-.37","-1.21","-4.55","45.36","-19.44","45.28","148.59","19.12","14.05","232","Finance","REIT and Equity Trust","44.9","3"
"ARS Pharmaceuticals, Inc.","SPRY","558.89","5.62","1752343","-6.8","1.26","-41.4","6.18","-57","-5.46","-184.25","13.06","5.13","160","Medical","Medical - Drugs","-184.25","3"
"ASE Technology","ASX","83845.57","37.51","6231258","-3.57",".7","1.93","78.16","105.41","11.82","8.52","45.12","10.28","47","Computer and Technology","Electronics - Semiconductors","8.52","3"
"ASHLAND INC","ASH","3340.63","72.93","643514","-1.37",".65","11.29","87.85","10.24","-13.68","8.19","76.45","47.49","84","Basic Materials","Chemical - Specialty","2.82","3"
"ASML Holding","ASML","674434.88","1714.88","1148789","-1.16",".62","-9.72","78.27","35.95","20.81","30.11","1989.44","725.85","9","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11","3"
"AST SpaceMobile","ASTS","24249","62.31","10327187","1.42","-7.5","-36.13","26.41","-24.42","1505.21","-450.39","133.09","36.91","180","Computer and Technology","Wireless Equipment","-536.66","3"
"AT&T","T","175969.28","25.68","31580388",".98","8.31","11.65","56.89","-6.84","2.71","12.77","29.62","20.48","219","Computer and Technology","Wireless National","16.94","3"
"ATI INC","ATI","28684.21","210.65","1850733","-1.8","-5.72","5.59","86.53","57.48","5.16","11.84","231.78","74.88","33","Aerospace","Aerospace - Defense Equipment","10.09","1"
"AXT","AXTI","4041.92","61.64","9991250","-7.89","-18","-30.22","42.56","203.7","-11.11","6.27","140.83","2.96","47","Computer and Technology","Electronics - Semiconductors","3.23","1"
"Abacus Global Management, Inc.","ABX","939.78","9.61","551809","-2.24","-7.6","2.23","65.76",".76","110.18","33.55","12","5.02","153","Finance","Financial - Miscellaneous Services","10.55","3"
"AbbVie","ABBV","453111.72","256.46","4284695","-.65","5.16","14.1","86.13",".62","8.57","30.03","265.97","197.38","95","Medical","Large Cap Pharmaceuticals","9.8","3"
"Abbott Laboratories","ABT","187452.41","108.33","7449525","-2.92",".34","20.84","47.67","-23.28","5.67","19.79","136.62","82.56","92","Medical","Medical - Products","11.65","3"
"Abercrombie & Fitch","ANF","6650.14","149.67","2308375","2.69","35.47","65.16","100",".76","6.42","8.59","149.67","65.61","71","Retail-Wholesale","Retail - Apparel and Shoes","10.03","1"
"Academy Sports and Outdoors","ASO","2787.09","44.94","1708291","5.42","-5.09","-14.12","16.5","-22.75","2.02","6.56","61.19","41.73","155","Consumer Discretionary","Leisure and Recreation Products","6.24","4"
"Acadia Healthcare","ACHC","2618.9","28.13","1560326","-6.92","-8.43","13.02","68.74","76.71","5.04","4.14","35.61","11.68","62","Medical","Medical - Hospital","-33.44","3"
"Acadia Realty Trust","AKR","2786.49","20.29","1443874","-2.92","-2.03","-7.65","38.48","-12.76","14.2","12.14","22.72","18.77","187","Finance","REIT and Equity Trust - Retail","12.14","3"
"Acadian Asset Management Inc.","AAMI","3321.15","93.58","363283","-3.83","2.21","20.44","93.26","73.4","11.49","24.38","97.31","41.93","153","Finance","Financial - Miscellaneous Services","15.17","4"
"Accelerant Holdings","ARX","4317.72","19.88","7031919",".96","61.76","51.52","88.7","6.46","51.49","27.02","21.22","9.36","202","Finance","Insurance - Brokerage","-113.08","3"
"Accenture","ACN","124693.66","186.72","5009854","-.35","9.12","11.46","37.95","-36.4","7.36","11.72","288.54","124.44","152","Computer and Technology","Computers - IT Services","10.66","3"
"Aclaris Therapeutics","ACRS","862.71","6.17","1590167",".16","1.31","41.19","92.28","74.66","-58.19","-921.5","6.53","1.81","160","Medical","Medical - Drugs","-921.5","3"
"Acuren Corporation","TIC","2042.54","9.36","2050375","-4.59","7.83","12.23","35.47","-18.81","39.45","-.91","14.49","6.54","163","Business Services","Technology Services","-5.64","3"
"Acushnet","GOLF","5074.23","86.88","412440","2.27","-7.43","-12.63","29.08","-4.15","4.14","8.75","118.53","73.9","155","Consumer Discretionary","Leisure and Recreation Products","8.12","3"
"Adamas Trust, Inc.","ADAM","876.33","9.75","788830","-.91","2.42","7.03","86.85","17.4","50.01","73.83","10.23","6.58","232","Finance","REIT and Equity Trust","29.82","1"
"AdaptHealth","AHCO","884.87","6.49","3224950","11.9","7.36","-35.74","15.56","-43.05","-.49","2.16","13.38","5.22","92","Medical","Medical - Products","-7.07",""
"Adaptive Biotechnologies","ADPT","3874.99","24.28","1934098","-8.17","2.88","29.63","84.6","33.67","54.77","-24.02","26.44","12.41","163","Medical","Medical - Biomedical and Genetics","-20.73","3"
"Adecoagro","AGRO","1678.13","11.77","967745","10.1","25.75",".68","57.14","29.25","-6","-.4","15.25","7.13","183","Consumer Staples","Agriculture - Operations","3.03","4"
"Adient","ADNT","1542.71","20.01","894204","6.27","6.15","-10.83","23.79","-9.8","-1.04",".98","27.09","17.8","183","Auto-Tires-Trucks","Automotive - Original Equipment",".32","5"
"Adobe","ADBE","105937.73","266.51","4227002","-7.83","2.41","21.81","42","-27.86","10.53","37.44","367.46","193.41","72","Computer and Technology","Computer - Software","28.69","4"
"AdvanSix","ASIX","471.17","17.45","318643","6.6","-13.36","-18.8","26.54","-12.16",".31","-.33","26.17","14.3","84","Basic Materials","Chemical - Specialty","-1.14","4"
"Advance Auto Parts","AAP","2668.47","44.18","2565792","1.17","-23.72","-27.12","21.36","-3.96","-5.42","2.53","64.17","38.75","69","Retail-Wholesale","Automotive - Retail and Wholesale - Parts",".97","3"
"Advanced Drainage Systems","WMS","10236.98","135.76","650711","-2.2","-8.55",".52","13.64","-17.75","5.03","16.46","175.38","129.5","153","Construction","Building Products - Miscellaneous","14","3"
"Advanced Energy Industries","AEIS","11250.04","280.9","500459","-2.16","-13.28","-17.48","55.64","15.76","21.37","16.54","389.05","145.25","9","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","10.77","1"
"Advanced Micro Devices","AMD","779621.06","477.57","17852592",".19","-2.39","-2.23","75.95","88.2","34.34","23.02","580.91","151.14","32","Computer and Technology","Computer - Integrated Systems","15.58","3"
"Aebi Schmidt Holding AG","AEBI","1004.96","12.95","508531","4.86",".15","6.06","58.24","-12.2","40.58","1.09","15.61","9.24","51","Auto-Tires-Trucks","Automotive - Domestic","1.09","2"
"Aehr Test Systems","AEHR","2813.8","86.26","2561575","-4.64","-13.51","-16.28","52.98","233.77","-15.21","1.82","145.61","19.4","30","Computer and Technology","Electronics - Measuring Instruments","-14.25","2"
"Aeluma, Inc.","ALMU","236.87","12.94","445510","-7.04","-24.28","-47.91","10.65","-33.98","407.62","-39.4","31.49","10.73","47","Computer and Technology","Electronics - Semiconductors","-115.57",""
"AerSale","ASLE","276.82","5.8","520045","2.65","-7.94","-7.05","10.39","-29.91","-2.83","1.69","8.82","5.45","33","Aerospace","Aerospace - Defense Equipment","-1.23","5"
"Aercap","AER","24263.91","145.4","1017934","-1.74","-6.34","5.44","72.22","-9.97","6.5","35.97","155.24","119.82","74","Transportation","Transportation - Equipment and Leasing","37.85","1"
"AeroVironment","AVAV","7351.55","144.65","1266303","-5.01","-15.47","-21.25","2.92","-46.23","140.89","8.18","409.83","136.68","33","Aerospace","Aerospace - Defense Equipment","-9","3"
"Aeva Technologies","AEVA","989.11","15.69","1630012","-4.27","-37.89","-33.26","32.34","1.53","99.44","-477.41","29.29","9.19","183","Auto-Tires-Trucks","Automotive - Original Equipment","-150.12","3"
"Affirm","AFRM","24412.41","72.35","5342177","-6.63","-5.52","8.81","60.06","-11.8","31.34","45.29","92.18","42.53","72","Computer and Technology","Internet - Software","45.29","3"
"Aflac","AFL","58762.41","117.21","2168801",".54","-7.46",".65","48.43","-5.16","-9.31","21.74","129.55","105.62","221","Finance","Insurance - Accident and Health","26.91","3"
"Agenus","AGEN","370.96","8.24","1088172","5.51","10.01","143.07","97.85","131.86","10.37","89.19","8.36","2.77","163","Medical","Medical - Biomedical and Genetics","69.33","4"
"Agilent Technologies","A","42531.81","150.86","2290343","-4.33","6.74","16.45","83.31","-2.61","6.73","23.33","159","110.24","92","Medical","Medical - Products","19.53","2"
"Agios Pharmaceuticals","AGIO","1976.14","33.1","942733","-3.44","3.6","15.25","46.48","7.54","48.03","-418.24","45.49","22.34","163","Medical","Medical - Biomedical and Genetics","-418.24","3"
"Agnico Eagle Mines","AEM","103778.25","204.73","3625634","-4.97","21.92","29.77","59.03","7.95","43.71","39.12","252.19","136.34","234","Basic Materials","Mining - Gold","40.44","5"
"Agree Realty","ADC","9032.4","72.62","1478706","-.79","-4.89","-2.89","20.51","-10.79","16.42","30.3","81.92","70.22","187","Finance","REIT and Equity Trust - Retail","28.84","3"
"Air Products and Chemicals","APD","67088.61","301.27","923045","-1.37",".45","8.32","84.51","8.81","-.52","23.4","314.19","230.76","80","Basic Materials","Chemical - Diversified ","-.38","2"
"Airbnb","ABNB","108943.13","181.94","5760960","-1.33","19.98","39.02","89.16","20.6","10.26","20.45","190.5","111.54","203","Consumer Discretionary","Leisure and Recreation Services","20.45","3"
"Airbus SE - Unsponsored ADR","EADSY","182623.31","57.87","391726","-2.1","-5.5","12.11","67.07","-12.61","10.85","7.71","64.09","45.2","33","Aerospace","Aerospace - Defense Equipment","7.71","3"
"Akamai Technologies","AKAM","15121.9","105.22","3281945","-5.41","-11.24","-20.56","37.29","7.85","5.44","23.46","161.14","71.97","187","Computer and Technology","Internet - Services","9.51","3"
"Alamos Gold","AGI","15475.42","36.97","4182023","-2.4","18.87","7.19","33.24","-13.68","34.29","38.71","55.33","27.83","234","Basic Materials","Mining - Gold","52.64","3"
"Alarm.com","ALRM","2793.56","56.48","367259","-1.94",".34","21.7","92.76","-1.76","7.59","14.8","57.6","42.13","59","Industrial Products","Security and Safety Services","11.11","1"
"Alaska Air Group","ALK","4684.48","42.04","2278286","-.38","-17.06","-9.9","26.46","-27.28","21.34","-.82","63.86","34.19","203","Transportation","Transportation - Airline","-1.19","3"
"Albemarle","ALB","14901.67","126.28","1998854","-6.99",".69","-20.61","37.54","-17.44","-4.37","14.73","215.62","72.58","80","Basic Materials","Chemical - Diversified ","3.09","3"
"Albertsons Companies","ACI","6090.84","12.55","5987150","2.62","3.89","-18.45","17.45","-35.21","3.46","1.32","19.74","11.03","178","Consumer Staples","Consumer Products - Staples",".08","5"
"Alcoa","AA","13187.53","49.97","4817074","-2.38","5.24","-27.56","36.02","-15.12","7.87","9.29","83.79","30.93","187","Industrial Products","Metal Products - Distribution","9.48","5"
"Alcon","ALC","34870.43","70.5","1599852","-2.4","1.38","6","33.7","-19.19","4.94","14.88","87.18","62.02","151","Medical","Medical - Instruments","5.92","3"
"Alexandria Real Estate Equities","ARE","9174.16","52.65","2006148",".71","8.6","-.23","26.02","-4.87","-2.88","-36.08","87.45","40.41","80","Finance","REIT and Equity Trust - Other","-36.08","3"
"Algonquin Power & Utilities","AQN","4364.81","5.67","3641482","-.18","-1.39","-3.74","18.63","-19.55","4.92","9.82","6.98","5.37","156","Utilities","Utility - Electric Power","5.77","3"
"Alibaba","BABA","271422","113.24","12831859","-2.64","-10.7",".49","19.5","-32.6","8.09","4.78","189.34","94.81","95","Retail-Wholesale","Internet - Commerce","7","3"
"Alight","ALIT","401.93","14.92","434691","5","-4.3","9.08","7.44","-66.27","-3","9.82","78.6","9.8","72","Computer and Technology","Internet - Software","-90.9","3"
"Align Technology","ALGN","11361.12","158.635","797797","-.13","-6.18","-10.13","46.48","-9.55",".9","19.3","197.51","124.88","84","Medical","Medical - Dental Supplies","9.99","3"
"Alignment Healthcare","ALHC","2808.67","13.54","4311207","-.15","1.2","-33.1","6.45","-39.4","46.06",".89","24.56","12.78","87","Medical","Medical Services",".89","3"
"Alkami Technology","ALKT","2105.69","19.69","1101564","-3.24","0","32.06","42.71","-23.06","32.89","8.23","26.53","14.59","72","Computer and Technology","Internet - Software","-9.21","4"
"Alkermes","ALKS","7733.87","46.1","1297336","-5.73","-4.69","2.63","68.22","48.04","-5.25","5.67","55.22","26.52","163","Medical","Medical - Biomedical and Genetics","3.96","3"
"Allegiant","ALGT","2136.74","78.16","550158","-2.68","-19.56","-9.16","32.93","-21.4","3.74","4.62","119.16","58.03","203","Transportation","Transportation - Airline",".9","3"
"Allegion","ALLE","13361.01","157.12","1391011","-1.63","-6.86","17.51","58.15","-13.68","7.82","17","179.77","125.65","59","Industrial Products","Security and Safety Services","15.36","2"
"Allegro MicroSystems","ALGM","6824.18","36.61","1927277","-2.61","-13.77","-23.67","29.5","19.1","22.77","13.38","69.62","22.8","47","Computer and Technology","Electronics - Semiconductors","1.5","4"
"Alliance Laundry Holdings Inc.","ALH","4518.47","22.73","2035527","-2.19","-17.47","-12.04","41.01","-1.53","13.31","13.7","28.01","19.06","187","Retail-Wholesale","Retail - Home Furnishings","10.08","2"
"AllianceBernstein","AB","3476.35","37.35","305702","2.08",".59","2.61","29.22","-15","1.24","8.87","42.8","35.1","95","Finance","Financial - Investment Management","6.6","3"
"Alliant Energy","LNT","17623.6","67.97","2319010","-.35","-2.23","-6.4","30.19","-7.58","9.57","18.65","78.03","63.62","156","Utilities","Utility - Electric Power","18.45","3"
"Allied Gold Corporation","AAUC","3291.4","23.62","608761","-2.03","14.27","-6.08","52.94","-7.17","82.35","13.81","32.01","14.18","234","Basic Materials","Mining - Gold","-4.19","3"
"Allison Transmission Holdings","ALSN","10837.54","131.24","736238","1.61","12.9","13.61","91.61","15.92","-6.67","16.46","136","79.27","183","Auto-Tires-Trucks","Automotive - Original Equipment","12.02","3"
"Allstate","ALL","65634.35","259.57","1649245",".76","-5.65","18.22","81.74","11.68","5.58","17.36","275.11","190","58","Finance","Insurance - Property and Casualty","18.97","1"
"Ally Financial","ALLY","13302.67","43.73","2934471","2.32","-.75",".55","68.82","-14.96","-3.26","17.86","47.25","35.96","60","Finance","Financial - Consumer Loans","16.75","3"
"Almonty Industries Inc.","ALM","5062.08","17.57","6716529","-6.99","30.92","2.93","69.66","78.92","10.56","38.43","23.42","4.14","198","Basic Materials","Mining - Miscellaneous","125.89","3"
"Alnylam Pharmaceuticals","ALNY","35607.91","266.11","1717360","12.49","23.13","-8.04","21.22","-41.23","65.19","22.7","491.22","205.48","163","Medical","Medical - Biomedical and Genetics","15.26","3"
"Alpha Metallurgical Resources","AMR","2857.97","225.41","364206","-.87","48.18","19.18","78.69","-4","-27.99","-2.23","249.65","135.9","198","Basic Materials","Mining - Miscellaneous","-2.23","5"
"Alpha and Omega Semiconductor","AOSL","762.53","25.2","634469","-3.93","-24.39","-41.84","21.56","9.05","-2.48","-1.92","53.32","17.47","47","Computer and Technology","Electronics - Semiconductors","-6.23","2"
"Alphabet","GOOG","4100841.25","335.31","15241397","-.71","-5.98","-5.96","65.93","-4.53","15.09","63.76","399.04","211.99","187","Computer and Technology","Internet - Services","54.77","3"
"Alphabet","GOOGL","4139365.75","338.46","22080304","-.64","-5.39","-5.4","66.46","-3.32","15.09","63.76","402.62","211.35","187","Computer and Technology","Internet - Services","54.77","3"
"Alphatec","ATEC","1459.56","9.45","1565435","-1.25","2.61","16.24","15.68","-60.82","24.95","3.1","22.68","6.99","151","Medical","Medical - Instruments","-13.5","3"
"Altria Group","MO","115011.96","68.88","9050586","1.79","1.67","-3.54","70.1","6.48","-3.08","45.6","74.92","54.72","214","Consumer Staples","Tobacco","33.99","3"
"Alvotech","ALVO","1605.61","5.32","1051019","9.02","40","26.07","38.8","-7.34","19.7","-35.01","8.98","3","163","Medical","Medical - Biomedical and Genetics","-36.31","4"
"Amazon.com","AMZN","2788370","258.51","32854892",".88","-5.05","7.04","70.07","-.9","12.38","10.29","284.02","198.79","95","Retail-Wholesale","Internet - Commerce","17.44","2"
"Ambarella","AMBA","2758.86","62.89","1045383","-11.62","-24.94","-4.42","30.39","-20.95","37.15","7.34","95.51","48.65","47","Computer and Technology","Electronics - Semiconductors","-13.48","3"
"Ambiq Micro, Inc.","AMBQ","1389.43","57.45","441444","-4.39","-11.94","-31.11","51.23","74.94","-4.67","-17.02","90.48","22.76","47","Computer and Technology","Electronics - Semiconductors","-37.77","2"
"Amcor","AMCR","20874.92","45.15","3701006","-2.95","-4.06","13.1","60.91","-2.77","56.61","7.93","50.58","36.69","168","Industrial Products","Containers - Paper and Packaging","4.71","3"
"Amdocs","DOX","6715.57","62.21","1102324","-.78","5.23","11.01","34.15","-30.55","-9.43","16.85","86","49.87","152","Computer and Technology","Computers - IT Services","9.75","3"
"Amentum Holdings, Inc.","AMTM","4904.79","20.06","2624315","-1.81","-15.86","-9.15",".91","-38.73","71.59","4.22","37.53","19.9","156","Construction","Engineering - R and D Services","1.44","3"
"Amer Sports, Inc.","AS","16355.04","29.53","7941933","-3.24","-18.22","-17.05","7.58","-32.56","26.68","9.49","41.96","28.51","155","Consumer Discretionary","Leisure and Recreation Products","7.35","3"
"Amerant Bancorp","AMTB","1163.16","29.68","317565","2.98","1.68","24.76","93.52","33.1","11.65","18.25","30.58","16.7","68","Finance","Banks - Southeast","8.76","1"
"Ameren","AEE","29475.47","106.47","1345662","-.26","-1.66","-1.64","43.76","-5.85","15.43","16.88","118.32","97.25","156","Utilities","Utility - Electric Power","17.86","3"
"Ameresco","AMRC","1228.48","23.15","721760","1.05","-9.39","-16.97","18.77","-31.31","9.16","1.63","43.23","18.51","94","Oils-Energy","Alternative Energy - Other","1.4","3"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","69115","23","2982315","-2.13","-3.85","-16.85","42.42","-.92","3.21","9.38","27.75","19.5","198","Computer and Technology","Wireless Non-US ","9.38","3"
"American Airlines","AAL","8691.67","13.13","57150420","-4.3","-18.09","-10.38","37.01","-25.25",".78","-.3","18.15","10.18","203","Transportation","Transportation - Airline","-.56","3"
"American Assets Trust","AAT","1353.34","22.04","412332","-2.04","-2.13","-9.93","52.9","3.43","-4.73","4.09","25.85","17.76","187","Finance","REIT and Equity Trust - Retail","4.09","3"
"American Bitcoin Corp.","ABTC","581.83","7.99","1700711","-8.79","29.08","-36.06","2.08","-67.62","801.52","-71.75","139.58","5.19","153","Finance","Financial - Miscellaneous Services","-71.75",""
"American Eagle Outfitters","AEO","2914.09","17.39","4648385","4.19","-1.86","-4.92","26.43","-43.01","3.16","6.08","28.19","13.51","71","Retail-Wholesale","Retail - Apparel and Shoes","5.01","2"
"American Electric Power","AEP","67777.42","124.5","3210156","1.46","-.61","-3.1","56","-4.44","10.93","14.19","138.69","106.44","156","Utilities","Utility - Electric Power","13.78","3"
"American Express","AXP","220259.11","326.16","2273038","-2.39","-4.8","2.41","36.59","-21.23","9.52","15.07","384.89","292.27","153","Finance","Financial - Miscellaneous Services","15.07","3"
"American Financial Group","AFG","11834.49","142.72","306229",".07","-2.73","7.79","75.58","-6.69","-1.8","12.06","148.71","124.18","58","Finance","Insurance - Property and Casualty","11.51","3"
"American Healthcare REIT, Inc.","AHR","11928.91","54.72","3129879","-3.12",".02","17.55","82.9","4.69","9.15","4.85","57.72","40.18","80","Finance","REIT and Equity Trust - Other","4.84","2"
"American Homes 4 Rent","AMH","11708.55","32.47","1902788","-2.9","-6.02","-1.61","68.14","-9.97","7.03","25.53","34.85","27.38","95","Finance","REIT and Equity Trust - Residential","25.53","2"
"American International Group","AIG","39849.68","76.21","3225683","-.55","-4.7","1.18","29.39","-20.62","-1.75","16.07","86.59","71.89","87","Finance","Insurance - Multi line","11.13","3"
"American Public Education","APEI","830.18","45.36","305798","-1.61","-10.67","-15.39","48.66","6.07","3.89","6.84","60.86","30.67","180","Consumer Discretionary","Schools","6.84","3"
"American Superconductor","AMSC","1431.46","29.55","624270","-.97","-10.18","-25.21","8.84","-10.94","34.26","48.04","66.68","25.95","40","Computer and Technology","Electronics - Miscellaneous Components","42.56","4"
"American Tower","AMT","81939.07","175.85","1909021",".97","2.72","-7.11","35.8","-10.55","5.11","31.08","200.49","162.11","80","Finance","REIT and Equity Trust - Other","31.08","3"
"American Water Works","AWK","27961.17","140.7","2118558","2.93","4.36","13.06","80.53","-4.61","9.74","21.46","145.43","121.13","95","Utilities","Utility - Water Supply","21.35","3"
"Americas Gold and Silver","USAS","1812.53","5.36","5009488","-6.62","14.78","7.41","36.46","-4.21","17.71","3.99","10.03","2.68","198","Basic Materials","Mining - Miscellaneous","-26.67","4"
"Americold Realty Trust","COLD","4059.54","14.22","3272193","-5.39","-1.39","-3.07","66.88","-3.06","-2.43","-17.44","16.25","10.12","80","Finance","REIT and Equity Trust - Other","-17.44","3"
"Ameriprise Financial","AMP","50392.66","560.56","381563",".86",".13","24.46","92.79","1.82","7.04","21.38","570.68","430.4","95","Finance","Financial - Investment Management","20.24","2"
"Amgen","AMGN","236380.55","437.23","2246300",".05","8","23.49","96.02","19.89","9.95","31.9","444.12","271.18","163","Medical","Medical - Biomedical and Genetics","22.95","3"
"Amkor Technology","AMKR","11868.55","47.77","4150775","-7.67","-11.8","-37.27","34.37","5.05","6.18","7.45","93.55","23.8","47","Computer and Technology","Electronics - Semiconductors","7.45","1"
