Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
SLS,"Sellas Life Sciences Group Inc",11.98,0.46,+3.99%,36.07%,55%,45802,12.9%,87.1%,0.14763217238787
SMR,"Nuscale Power Corp",8.47,-0.21,-2.42%,5.15%,6%,45801,48.8%,51.2%,0.95488497161637
GS,"Goldman Sachs Group",923.29,-13.07,-1.40%,42.90%,66%,44548,56.7%,43.3%,1.3071106737791
APLD,"Applied Digital Corp",27.06,-0.17,-0.62%,18.32%,12%,44534,28.5%,71.5%,0.39811006812545
USAR,"USA Rare Earth Inc",15.38,-0.45,-2.84%,4.95%,4%,44054,47.5%,52.5%,0.90339166126593
KR,"Kroger Company",58.92,1.28,+2.22%,34.38%,28%,42962,3.5%,96.5%,0.036727799227799
JPM,"JP Morgan Chase & Company",338.56,1.03,+0.31%,47.37%,78%,42380,38.4%,61.6%,0.62338159810005
GLND,"Greenland Energy Company",5.35,2.44,+83.85%,20.37%,43%,42130,24.9%,75.1%,0.33120576339737
CSCO,"Cisco Systems Inc",106.97,0.54,+0.51%,40.62%,56%,41154,46.7%,53.3%,0.87558107738584
LCID,"Lucid Group Inc",4.15,-0.01,-0.24%,16.84%,33%,40894,66.8%,33.2%,2.0162265820918
PSKY,"Paramount Skydance Corp Cl B",10.18,0.22,+2.21%,21.70%,64%,40779,60.0%,40.0%,1.5020861455393
T,"AT&T Inc",25.45,0.15,+0.59%,42.63%,56%,40552,30.0%,70.0%,0.4286418883213
C,"Citigroup Inc",132.1,0.17,+0.13%,36.30%,68%,39977,58.4%,41.6%,1.4044869481535
WFC,"Wells Fargo & Company",82.18,0.28,+0.34%,46.16%,75%,39971,50.6%,49.4%,1.0230286466242
VALE,"Vale S.A. ADR",13.56,-0.26,-1.88%,13.54%,27%,39668,36.3%,63.7%,0.57013932868904
PG,"Procter & Gamble",145.68,-1.71,-1.16%,31.17%,38%,39093,10.3%,89.7%,0.11541314768318
SHOP,"Shopify Inc",145.16,2.82,+1.98%,48.72%,51%,38847,26.7%,73.3%,0.3634832052227
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",20.84,-0.3,-1.42%,20.42%,95%,38697,26.0%,74.0%,0.35068062827225
PL,"Planet Labs Pbc",17.62,1.24,+7.57%,6.52%,5%,38342,11.8%,88.2%,0.13377491276835
LLY,"Eli Lilly and Company",1181.89,30.9,+2.68%,35.51%,39%,38180,38.4%,61.6%,0.62323030483398
QBTS,"D-Wave Quantum Inc",17.48,0.67,+3.99%,4.30%,5%,38069,22.0%,78.0%,0.28130995254283
LITE,"Lumentum Holdings",929.04,-7.96,-0.85%,16.92%,10%,37812,35.2%,64.8%,0.54278020319066
RIOT,"Riot Platforms Inc",23.48,-1.21,-4.90%,20.52%,12%,37365,39.9%,60.1%,0.66310588863667
NEE,"Nextera Energy",75.62,-1.4,-1.82%,19.95%,14%,37350,36.6%,63.4%,0.57848026371397
STM,"Stmicroelectronics N.V. ADR",51.58,-0.88,-1.68%,33.83%,52%,37240,9.3%,90.7%,0.10278657940715
VRT,"Vertiv Holdings",245.3,-3.48,-1.40%,14.73%,12%,36219,69.8%,30.2%,2.3067652697891
BBD,"Banco Bradesco S.A. ADR",3.38,-0.08,-2.31%,29.86%,90%,35591,3.4%,96.6%,0.035675832969591
SNAP,"Snap Inc",5.43,0.14,+2.65%,39.49%,55%,35390,16.4%,83.6%,0.19556771730685
LULU,"Lululemon Athletica",101.64,-0.64,-0.63%,15.50%,16%,35278,67.3%,32.7%,2.0620605850187
KO,"Coca-Cola Company",88.1,0.01,+0.01%,68.23%,72%,34294,39.7%,60.3%,0.65799651904854
CMG,"Chipotle Mexican Grill",32.01,-0.7,-2.14%,35.79%,51%,33034,45.1%,54.9%,0.82085767831551
PANW,"Palo Alto Networks",389.92,-3.38,-0.86%,51.28%,73%,32894,37.7%,62.3%,0.60560355347293
JBLU,"Jetblue Airways Corp",4.36,-0.03,-0.68%,27.73%,29%,32789,39.7%,60.3%,0.65961431391406
CVNA,"Carvana Company Cl A",64.18,0.23,+0.36%,27.94%,31%,32499,56.2%,43.8%,1.2839974699557
ADBE,"Adobe Systems Inc",238.93,-1.76,-0.73%,40.78%,31%,32364,56.2%,43.8%,1.2844638949672
OXY,"Occidental Petroleum",58.05,0.69,+1.20%,46.00%,42%,32299,20.7%,79.3%,0.26074397907803
FRMI,"Fermi Inc",4.55,-0.27,-5.60%,3.43%,2%,32066,53.9%,46.1%,1.168379767379
BIDU,"Baidu Inc ADR",88.08,-1.7,-1.89%,16.70%,11%,31483,46.7%,53.3%,0.87745244200608
KGC,"Kinross Gold Corp",24.42,-3.2,-11.59%,10.04%,7%,31000,36.7%,63.3%,0.57921548650025
VG,"Venture Global Inc Cl A",13.23,-0.04,-0.30%,14.14%,15%,30745,47.0%,53.0%,0.88851351351351
BX,"Blackstone Inc",117.21,-2.06,-1.73%,42.56%,57%,30732,55.7%,44.3%,1.2570505287897
OPEN,"Opendoor Technologies Inc",2.53,-0.05,-1.94%,9.25%,10%,30594,23.4%,76.6%,0.30581757650775
UNH,"Unitedhealth Group",375.01,3.72,+1.00%,60.98%,86%,30546,33.1%,66.9%,0.49552019583843
MGM,"MGM Resorts International",33.69,-4.16,-10.99%,32.13%,30%,30136,29.9%,70.1%,0.42588123964987
PYPL,"Paypal Holdings",52.6,0.09,+0.17%,29.04%,39%,30080,41.6%,58.4%,0.71249644178765
AMAT,"Applied Materials",474.25,-0.13,-0.03%,32.47%,53%,29952,51.0%,49.0%,1.041439476554
SCHW,"The Charles Schwab Corp",99.49,-0.01,-0.01%,65.67%,84%,29711,48.8%,51.2%,0.95325751101177
WDC,"Western Digital Corp",450.31,-23.38,-4.94%,25.14%,20%,29549,51.3%,48.7%,1.052298930407
CRML,"Critical Metals Corp",8.17,0.45,+5.83%,12.69%,22%,29520,29.2%,70.8%,0.41338695777076
RBLX,"Roblox Corp Cl A",48.83,-0.16,-0.33%,46.04%,55%,29445,61.9%,38.1%,1.6257356875334
VZ,"Verizon Communications",47.32,0.8,+1.72%,57.76%,70%,29317,49.9%,50.1%,0.99598311546841
HD,"Home Depot",292.18,-4.54,-1.53%,55.11%,53%,28785,50.3%,49.7%,1.0139228993213
APP,"Applovin Corp Cl A",312.47,-2.78,-0.88%,27.06%,29%,28667,42.4%,57.6%,0.7349754887127
ALAB,"Astera Labs Inc",360.51,0.05,+0.01%,24.18%,31%,28394,36.3%,63.7%,0.56890264117582
GLW,"Corning Inc",154.15,-0.33,-0.21%,37.21%,43%,28286,56.8%,43.2%,1.3147299509002
BRK.B,"Berkshire Hathaway Cl B",505.18,-1.99,-0.39%,40.21%,49%,28216,33.6%,66.4%,0.50678201431165
PEP,"Pepsico Inc",128.15,-2.03,-1.56%,60.95%,75%,28091,39.6%,60.4%,0.65689512799339
GM,"General Motors Company",80.57,-3.2,-3.82%,49.04%,53%,27597,63.4%,36.6%,1.7296735905045
DAL,"Delta Air Lines Inc",82.76,1.01,+1.24%,36.86%,60%,27578,19.9%,80.1%,0.24776038367569
UUUU,"Energy Fuels Inc",11.32,-0.28,-2.41%,0.00%,0%,27565,37.1%,62.9%,0.58912717629425
MO,"Altria Group",68.88,-0.07,-0.10%,49.10%,47%,27559,25.3%,74.7%,0.33853028316091
COF,"Capital One Financial",196.61,0.51,+0.26%,35.81%,32%,27471,5.4%,94.6%,0.05710547581483
NLY,"Annaly Capital Management Inc",20.6,-0.44,-2.09%,55.47%,85%,26808,59.6%,40.4%,1.4751177176623
FCX,"Freeport-Mcmoran Inc",72.08,-0.5,-0.69%,46.59%,36%,26705,59.3%,40.7%,1.4578923147722
CYPH,"Cypherpunk Technologies Inc",4.08,0.47,+13.02%,6.91%,22%,26615,56.9%,43.1%,1.3199965132497
CVX,"Chevron Corp",205.65,0.14,+0.07%,65.46%,63%,26019,43.7%,56.3%,0.77507163323782
DHT,"Dht Holdings",21.68,0.4,+1.88%,68.02%,74%,25955,5.8%,94.2%,0.061684460260973
ENPH,"Enphase Energy Inc",32.82,-0.25,-0.76%,22.20%,30%,25823,42.1%,57.9%,0.72740651548599
PATH,"Uipath Inc Cl A",12.6,-0.44,-3.37%,15.12%,9%,25765,41.4%,58.6%,0.7059524597762
ASST,"Strive Inc",29.94,0.95,+3.28%,1.85%,6%,25432,39.2%,60.8%,0.64544513457557
SNOW,"Snowflake Cl A",334,-0.81,-0.24%,27.26%,23%,25123,32.6%,67.4%,0.48463538588819
QURE,"Uniqure N.V.",38.32,-4.44,-10.38%,27.16%,69%,24997,36.6%,63.4%,0.57679934397275
RDW,"Redwire Corp",11.6,0.33,+2.93%,19.53%,23%,24758,44.5%,55.5%,0.80254823443757
MP,"MP Materials Corp",49.3,0.41,+0.84%,2.14%,1%,24447,30.5%,69.5%,0.4379742368096
SOUN,"Soundhound AI Inc Cl A",6.1,0.09,+1.50%,5.89%,5%,24420,13.2%,86.8%,0.15172381266802
VST,"Vistra Energy Corp",137.94,-0.03,-0.02%,11.44%,8%,24063,49.5%,50.5%,0.98049382716049
JD,"Jd.com Inc ADR",26.75,-0.41,-1.51%,17.69%,19%,24019,38.2%,61.8%,0.61929481561383
CCJ,"Cameco Corp",88.12,-2.68,-2.95%,5.82%,4%,24010,54.3%,45.7%,1.1890955506929
DVN,"Devon Energy Corp",48.9,0.86,+1.79%,59.29%,57%,23849,26.6%,73.4%,0.36303366291364
ACHR,"Archer Aviation Inc",5.71,0,0.00%,18.36%,15%,23378,15.0%,85.0%,0.17613321929869
KEEL,"Keel Infrastructure Corp",3.9,-0.11,-2.74%,25.16%,9%,23292,13.9%,86.1%,0.16117453512139
COHR,"Coherent Corp",290.61,-9.99,-3.32%,32.14%,22%,23247,49.9%,50.1%,0.99510813594233
SMMT,"Summit Therapeu ADR",16.38,-0.07,-0.43%,77.10%,97%,23141,31.9%,68.1%,0.46880355442717
Q,"Qnity Electronics Inc",122.31,-2.19,-1.76%,31.48%,31%,23119,98.4%,1.6%,61.994550408719
P,"Everpure Inc",121.88,12.23,+11.15%,29.98%,43%,23095,33.0%,67.0%,0.49327557222294
QXO,"Qxo Inc",12.26,-0.02,-0.16%,64.81%,79%,23085,63.8%,36.2%,1.7613636363636
ET,"Energy Transfer LP",20.33,-0.16,-0.78%,38.82%,35%,23033,20.0%,80.0%,0.24995929885494
MS,"Morgan Stanley",196.32,-2.07,-1.04%,54.35%,80%,22759,66.1%,33.9%,1.9488209380669
CLF,"Cleveland-Cliffs Inc",12.5,-0.37,-2.87%,29.37%,26%,22620,45.8%,54.2%,0.84547605449947
DNN,"Denison Mines Corp",2.63,-0.19,-6.74%,8.36%,10%,22369,12.8%,87.2%,0.14624647706892
RDDT,"Reddit Cl A",152.72,0.74,+0.49%,14.95%,17%,22305,42.7%,57.3%,0.74557833776804
NCLH,"Norwegian Cruise Ord",14.19,0.01,+0.07%,48.52%,42%,22161,31.5%,68.5%,0.45968910551969
LRCX,"Lam Research Corp",307.16,-0.12,-0.04%,30.81%,39%,22044,50.1%,49.9%,1.0049113233288
PINS,"Pinterest Inc",18.72,0.27,+1.46%,42.21%,47%,22018,85.3%,14.7%,5.7893925377737
CLSK,"Cleanspark Inc",14.26,-0.2,-1.38%,5.73%,1%,21864,31.0%,69.0%,0.44852259175831
TE,"T1 Energy Inc",3.81,-0.23,-5.69%,1.74%,1%,21851,25.1%,74.9%,0.33514603446169
RUN,"Sunrun Inc",7.78,-0.57,-6.83%,25.61%,24%,21794,44.4%,55.6%,0.79892695006191
CHWY,"Chewy Inc",18.32,-0.23,-1.24%,34.03%,32%,21784,57.8%,42.2%,1.3719512195122
QS,"Quantumscape Corp",4.94,0.03,+0.61%,12.77%,7%,21707,16.6%,83.4%,0.19921551295509
HPQ,"HP Inc",31.14,-1.02,-3.17%,60.49%,71%,21605,68.8%,31.2%,2.2088222189217
SGHC,"Super Group [Sghc] Ltd",11.98,-0.05,-0.42%,34.19%,15%,21398,0.7%,99.3%,0.0068699416525503
BMY,"Bristol-Myers Squibb",61.5,0.35,+0.57%,40.82%,48%,21232,19.8%,80.2%,0.24630194881428
ON,"On Semiconductor",73.15,-0.95,-1.28%,29.20%,49%,21122,23.4%,76.6%,0.30551950058718
HL,"Hecla Mining Company",17.94,-0.33,-1.81%,0.00%,0%,21089,45.7%,54.3%,0.8423167642177
PDD,"Pdd Holdings Inc",78.2,-1.,-1.26%,36.00%,28%,21087,47.3%,52.7%,0.89767818574514
KLAR,"Klarna Group Plc",12.87,-0.07,-0.54%,9.38%,8%,21051,66.5%,33.5%,1.9889251739316
AXTI,"Axt Inc",75.9,2.92,+4.00%,8.90%,7%,20922,30.2%,69.8%,0.43183684642759
FIG,"Figma Cl A",21.34,-0.42,-1.93%,32.13%,21%,20800,29.8%,70.2%,0.42495033226005
ZETA,"Zeta Global Holdings Corp Cl A",29.57,-0.22,-0.74%,36.34%,35%,20772,33.0%,67.0%,0.49170556552962
SBUX,"Starbucks Corp",93.65,-0.49,-0.52%,22.01%,42%,20443,37.3%,62.7%,0.59399610136452
GE,"GE Aerospace",319.78,-0.02,-0.01%,33.98%,43%,20378,17.5%,82.5%,0.2115338882283
BBAI,"Bigbear.Ai Holdings Inc",2.8,-0.04,-1.41%,8.85%,3%,20191,5.7%,94.3%,0.05989501312336
JNJ,"Johnson & Johnson",270.68,1.51,+0.56%,76.42%,90%,20174,65.6%,34.4%,1.9077543960796
MRK,"Merck & Company",147.98,-0.1,-0.07%,66.41%,67%,20013,30.8%,69.2%,0.44613050075873
CRDO,"Credo Technology Group Holding",195.97,2.1,+1.08%,11.77%,6%,19970,37.7%,62.3%,0.6046605062274
CMCSA,"Comcast Corp A",22.13,-0.42,-1.86%,41.48%,54%,19597,44.4%,55.6%,0.79739521232688
ANET,"Arista Networks Inc",205.7,2.23,+1.10%,20.35%,22%,19337,30.2%,69.8%,0.43247647973924
ONON,"On Holding Ag Cl A",30.46,0.3,+0.99%,17.67%,23%,19327,48.4%,51.6%,0.93968285828984
WYNN,"Wynn Resorts Ltd",80.19,-1.26,-1.55%,24.96%,22%,19089,48.1%,51.9%,0.92623612512614
LUMN,"Lumen Technologies Inc",5.86,-0.27,-4.40%,4.33%,2%,19078,15.5%,84.5%,0.18298505611707
BSX,"Boston Scientific Corp",44.68,0.06,+0.13%,54.15%,71%,18977,26.0%,74.0%,0.35077229696064
DIS,"Walt Disney Company",105.56,2.1,+2.03%,35.05%,48%,18779,33.7%,66.3%,0.50786895776457
UAL,"United Airlines Holdings",111.19,0.47,+0.42%,32.76%,46%,18773,23.2%,76.8%,0.30151136993899
LUNR,"Intuitive Machines Inc",15.7,0.46,+3.02%,13.83%,9%,18766,43.6%,56.4%,0.77322120381744
MCHP,"Microchip Technology",74.69,-0.84,-1.11%,31.63%,44%,18564,5.2%,94.8%,0.05453306066803
BKNG,"Booking Holdings",157.41,1.51,+0.97%,41.25%,67%,18562,61.1%,38.9%,1.5702021600665
NUAI,"New Era Energy & Digital Inc",6.94,-0.05,-0.72%,0.64%,1%,18494,15.4%,84.6%,0.18149875423242
TTWO,"Take-Two Interactive",202.98,-3.34,-1.62%,53.44%,55%,18350,45.8%,54.2%,0.84440647301236
UPST,"Upstart Holdings Inc",24.64,0.19,+0.78%,12.64%,14%,18222,42.5%,57.5%,0.74023493458122
LMND,"Lemonade Inc",45.28,0.92,+2.07%,21.32%,14%,18053,40.4%,59.6%,0.67856810785681
MDB,"Mongodb Inc Cl A",421.4,-6.96,-1.62%,37.55%,39%,18045,35.6%,64.4%,0.55346074380165
NET,"Cloudflare Inc Cl A",358.82,6.49,+1.84%,47.67%,51%,17981,38.9%,61.1%,0.63642155078267
OSCR,"Oscar Health Inc Cl A",28.87,-1.66,-5.44%,20.00%,31%,17590,46.2%,53.8%,0.85842577918648
AG,"First Majestic Silver",18.76,-0.29,-1.52%,1.86%,2%,17579,32.9%,67.1%,0.48974576271186
PCT,"Purecycle Technologies Inc",4.86,-0.29,-5.63%,45.50%,48%,17499,14.1%,85.9%,0.16357470576501
QUBT,"Quantum Computing Inc",9.16,0.04,+0.44%,12.73%,6%,17453,27.1%,72.9%,0.37252280591381
CVS,"CVS Corp",85.05,-0.81,-0.94%,35.80%,51%,17400,55.7%,44.3%,1.2588601843438
SG,"Sweetgreen Inc Cl A",8.26,0.55,+7.13%,20.84%,25%,17383,7.8%,92.2%,0.08406610539445
V,"Visa Inc",367.98,6.46,+1.79%,35.35%,29%,17275,45.6%,54.4%,0.8367889420521
CPNG,"Coupang Cl A",13.88,-0.4,-2.80%,37.21%,41%,17254,34.7%,65.3%,0.53151074028049
ABNB,"Airbnb Inc Cl A",151.39,1.81,+1.21%,50.78%,56%,17169,49.1%,50.9%,0.96464126330244
UEC,"Uranium Energy",9.47,-0.48,-4.82%,8.45%,3%,17059,42.8%,57.2%,0.74731127727133
