Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Amerant Bancorp","AMTB","1","1157.67","29.54","321918","NA","2.68","17.27","92.51","33.49","11.65","18.25","30.58","16.7","72","Finance","Banks - Southeast","8.76"
"Amentum Holdings, Inc.","AMTM","3","4865.68","19.9","1686900",".81","-.8","-1.63","3.24","-39.5","71.59","4.22","37.53","19.31","156","Construction","Engineering - R and D Services","1.44"
"Aemetis","AMTX","3","150.83","2.09","745312","7.18","10.58","23.67","32.91","32.56","-26.16","-32.08","3.66","1.32","106","Oils-Energy","Biofuels","-27.37"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","3","67462.25","22.45","2766863","-2.9","-5.67","-16.08","32.57","-4.25","3.21","9.38","27.75","19.89","209","Computer and Technology","Wireless Non-US ","9.38"
"Amazon.com","AMZN","3","2787722.75","258.45","31823508","1.94","-1.38","7.62","70","-1.28","12.38","10.29","284.02","198.79","153","Retail-Wholesale","Internet - Commerce","17.44"
"AutoNation","AN","3","5579.34","168.76","569444","-17.91","-13.51","-10.66",".76","-27.94","3.24","2.66","229.98","168.29","197","Retail-Wholesale","Automotive - Retail and Whole Sales","2.82"
"AnaptysBio","ANAB","4","1626.1","54.92","469264","1.5","-6.02","-16.75","69.02","-.13","157.01","3.23","70.22","20.84","165","Medical","Medical - Biomedical and Genetics","82.37"
"The Andersons","ANDE","NA","2332.02","68.48","395943","-4.46","4.14","-.44","70.84","13.55","-2.21","1.92","80.87","38.38","210","Basic Materials","Agriculture - Products","1.62"
"Arista Networks","ANET","1","259080.78","205.42","4787397","9.38","9.18","25.18","94.62","38.21","28.6","41.92","210.5","116.13","85","Computer and Technology","Internet - Software","38.37"
"Abercrombie & Fitch","ANF","2","5803.33","136.76","2484127","-2.75","21.72","52.99","82.28","-4.21","6.42","8.59","152.08","65.61","101","Retail-Wholesale","Retail - Apparel and Shoes","10.03"
"Angi","ANGI","3","221.65","5.48","782753","10.48","10.93","-7.12","8.35","-62.64","-13.04","1.35","18.1","4.33","221","Computer and Technology","Internet - Content","-22.35"
"AngioDynamics","ANGO","4","637.34","15.42","382082","-.58","-2.22","16.82","88.96","5.88","9.46","-3.13","16.13","9.7","95","Medical","Medical - Instruments","-11.48"
"Angel Studios, Inc.","ANGX","3","974.87","5.22","1739772","-4.74","14.98","46.63","42.58","-1.46","233.17","-35.5","9.32","2.18","181","Consumer Discretionary","Media Conglomerates","-37.44"
"ANI Pharmaceuticals","ANIP","3","1811.21","78.85","419945","12","6.31","-6.26","31.73","-11.94","43.78","18.68","97.48","70.19","165","Medical","Medical - Biomedical and Genetics","11.07"
"Aon","AON","3","61690.32","290.82","1884944","-6.65","-19.01","-11.22","NA","-27.34","9.45","22.3","381.26","290.82","168","Finance","Insurance - Brokerage","22.27"
"Artivion","AORT","3","1152.11","23.63","635310","-5.37","-12.12","5.54","12.82","-54.32","13.59","5.74","47.63","20.1","95","Medical","Medical - Instruments","-.67"
"A. O. Smith","AOS","3","7741.35","56.96","1362546","-.73","-9.18","-7.65","4.78","-24.92",".32","13.6","80.47","55.78","59","Industrial Products","Manufacturing - Electronics","13.15"
"Alpha and Omega Semiconductor","AOSL","2","794.91","26.27","556674","8.46","1.47","-41.89","24.55","16.91","-2.48","-1.92","53.32","17.47","47","Computer and Technology","Electronics - Semiconductors","-6.23"
"American Outdoor Brands","AOUT","1","212.41","16.83","353644","10.51","49.2","24.85","100","91.95","-14.3","3.73","16.83","6.36","98","Consumer Discretionary","Leisure and Recreation Products","-1.97"
"APA","APA","3","15348.9","43.81","5182301","-2.71","1.98","32.92","86.02","57.91","-5.31","21.07","47.41","21.66","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","19.48"
"Artisan Partners Asset Management","APAM","3","2981.85","36.78","759613","-1.89","-14.43","5.12","22.92","-20.41","7.64","26.63","46.23","33.97","168","Finance","Financial - Investment Management","24.08"
"Air Products and Chemicals","APD","2","62231.7","279.46","1061572","-2.67","-8.74","2.99","58.37","-.26","-.52","23.4","314.19","230.76","153","Basic Materials","Chemical - Diversified ","-.38"
"APi Group","APG","3","16188.72","37.46","3605328",".92","-8.01","-8.66","24.24","-13.68","12.72","15.24","49.4","33.64","106","Business Services","Business - Services","3.99"
"Amphenol","APH","2","199052.84","80.72","11307872","2.76","3.79","-2.99","73.97","5.32","51.71","19.17","88.16","59.58","11","Computer and Technology","Electronics - Connectors","17.73"
"Applied Digital Corporation","APLD","5","8216.51","28.19","15180283","14.69","4.83","-25.36","27.84","1.36","323.95","-42.69","49.65","19.91","102","Finance","Financial - Miscellaneous Services","-37.78"
"Apple Hospitality REIT","APLE","4","3701.78","15.68","2303019","1.29","-5.49","-7.16","76.44","16.66","-1.33","12.17","17.07","11.17","156","Finance","REIT and Equity Trust - Other","12.17"
"Apollo Global Management","APO","3","75536.38","127.91","2335175","-.31","-3.68","11.39","52.69","-22.1","22.73","125.39","152.7","100.3","168","Finance","Financial - Investment Management","5.22"
"AppLovin","APP","3","110491.73","330.17","4622192","-1.22","10.58","-33.8","7.26","-56.8","16.38","64.58","733.6","298.59","156","Business Services","Technology Services","64.58"
"AppFolio","APPF","2","7431.9","209.84","300969","-5.42","-6.78","34.02","46.88","-20.48","19.72","20.77","285.18","143.34","85","Computer and Technology","Internet - Software","15.13"
"Appian","APPN","1","2766.26","38.62","923769",".81","-1.4","71.8","73.92","-3.87","17.81","8.11","45.64","18.72","85","Computer and Technology","Internet - Software","-1.34"
"Digital Turbine","APPS","2","1458.25","12.05","2576721","2.77","12.2","-6.66","79.78","112.47","15.24","13.67","14.39","2.82","85","Computer and Technology","Internet - Software","-4.46"
"APTIV PLC","APTV","5","9046.58","43.57","5185202","-2.72","-7.96","-26.44",".51","-49.52","3.47","8.45","88.67","43.34","156","Business Services","Technology Services","1.17"
"Algonquin Power & Utilities","AQN","3","4034.39","5.24","4186040","-2.06","-7.91","-12.23","NA","-24.88","4.92","9.82","6.98","5.24","153","Utilities","Utility - Electric Power","5.77"
"Aquestive Therapeutics","AQST","3","599.95","4.78","2418136","-2.05","-.42","14.9","40.31","-34.77","-22.61","-144.63","7.49","2.95","165","Medical","Medical - Drugs","-144.63"
"Antero Resources","AR","3","10440.63","33.96","3459898","-10.87","-10.4","-1.39","25.99","-13.12","21.97","12.58","45.15","30.03","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","17.68"
"Ares Capital","ARCC","3","13958.36","19.44","4182804","-1.82","-3.04","5.02","48.42","-15.28","2.07","44.65","21.56","17.45","91","Finance","Financial - SBIC & Commercial Industry","30.91"
"Arcos Dorados","ARCO","3","1584.19","7.52","995336","-5.29","-7.05","-7.39","30.77","-9.68","4.66","1.96","9.5","6.64","175","Retail-Wholesale","Retail - Restaurants","5.15"
"Arcturus Therapeutics Holdings","ARCT","3","417.54","14.69","1059240","-3.92","2.44","115.4","51.96","111.27","-46.14","-317.62","23.16","5.53","165","Medical","Medical - Biomedical and Genetics","-317.62"
"Ardent Health, Inc.","ARDT","3","1496.5","10.61","406063","-3.55","-5.69","6.85","37.67","5.93","6.01","2.75","15.21","7.83","78","Medical","Medical Services","1.22"
"Ardelyx","ARDX","4","872.16","3.5","3854918","-.57","-6.42","-33.08","2.6","-47.07","22.09","-12.35","7.99","3.38","165","Medical","Medical - Drugs","-12.35"
"Alexandria Real Estate Equities","ARE","3","9294.37","53.34","1809864","2.66","-1.3","-4.05","27.49","-3.91","-2.88","-36.08","87.45","40.41","156","Finance","REIT and Equity Trust - Other","-36.08"
"Ares Management","ARES","3","41836.21","126.67","2045446","-3.69","-9.53","17.72","34.71","-30.91","44.19","36.93","183.42","96.5","168","Finance","Financial - Investment Management","10.63"
"Arhaus, Inc.","ARHS","3","1237.49","8.73","1061682","7.51","-5.52","3.68","48.69","-31.34","8.51","4.91","11.87","5.75","92","Retail-Wholesale","Retail - Miscellaneous","4.91"
"Apollo Commercial Real Estate Finance","ARI","3","826.54","6.43","2137181","-2.13","-6.68","-38.88",".21","-41.44","-10.56","107.69","11.22","6.42","221","Finance","REIT and Equity Trust","55.49"
"Aris Mining Corporation","ARIS","4","3928.13","19.03","1294635","1.87","-8.55","27.12","73.14","3.37","81.68","30.41","22.68","9.09","202","Basic Materials","Mining - Gold","22.43"
"ARKO","ARKO","5","475.67","4.24","964384","-7.22","-10.17","-46.8","8.71","-17.66","-12.47",".19","8.64","3.82","178","Consumer Staples","Consumer Products - Staples",".19"
"Arlo Technologies","ARLO","3","1447.77","13.33","1238567","-3.13","1.83","2.15","25.58","-16","3.6","17.7","19.44","11.23","85","Computer and Technology","Internet - Software","5.2"
"ARM Holdings PLC Sponsored ADR","ARM","3","344882.63","322.9","4377831","35.1","35.23","-6.02","65.2","160.43","22.79","38.85","439.46","104.55","47","Computer and Technology","Electronics - Semiconductors","20.25"
"Aramark","ARMK","2","14889.54","56.48","2146302","-3.5","-4.72",".44","77.57","35.09","6.35","2.9","62.39","36.04","175","Retail-Wholesale","Retail - Restaurants","1.93"
"Archrock","AROC","5","5388.14","30.73","1943231",".79",".1","-24.03","40.67","4.12","28.7","22.09","41.95","23.04","87","Oils-Energy","Oil and Gas - Field Services","21.84"
"Arcutis Biotherapeutics","ARQT","2","3262.96","25.96","3120363","6.96","4.76","-2.99","63.79","-21.19","91.34","6.15","31.2","16.73","165","Medical","Medical - Biomedical and Genetics","6.15"
"ARMOUR Residential REIT","ARR","2","2090.74","14.77","3815136","-4.71","-9.83","-14.82","14.2","-26.39","45.28","148.59","19.12","14.05","221","Finance","REIT and Equity Trust","44.9"
"Array Technologies","ARRY","3","626.81","4.07","5860419","-7.71","-10.94","-43.79",".13","-61.08","40.22","12.85","11.96","4.06","234","Oils-Energy","Solar","-7.25"
"Arvinas","ARVN","3","535.53","8.3","776089","-1.19","-11.14",".12","19.27","-38.3","-.3","2.94","13.83","6.98","165","Medical","Medical - Biomedical and Genetics","2.94"
"Arrow Electronics","ARW","1","11153.38","219.1","529603","2.45","8.55","1.94","88.17","75.32","10.49","2.52","234.83","101.87","7","Computer and Technology","Electronics - Parts Distribution","2.26"
"Arrowhead Pharmaceuticals","ARWR","NA","9689.55","68.79","1927129","-14.73","-20.69","-14.55","64.69","-8.65","23258.15","-47.79","89.59","30.69","165","Medical","Medical - Biomedical and Genetics","-47.79"
"Accelerant Holdings","ARX","3","4295.99","19.78","1837430","-.25",".61","56.61","99.05","6.66","51.49","27.02","19.88","9.36","168","Finance","Insurance - Brokerage","-113.08"
"Amer Sports, Inc.","AS","3","15203.05","27.45","7635966","-.36","-12.13","-17.57","7.52","-35.21","26.68","9.49","41.96","26.27","98","Consumer Discretionary","Leisure and Recreation Products","7.35"
"Asana","ASAN","4","2184.38","9.54","7871698","-1.24","-2.25","36.29","41.93","-38.65","9.25","10.39","15.19","5.46","85","Computer and Technology","Internet - Software","-18.63"
"Associated BancCorp","ASB","3","5544.63","29.36","2106920","-1.94","-4.98","-5.29","63.87",".48","2.81","32.31","32.33","24.11","62","Finance","Banks - Midwest","19.66"
"Ardmore Shipping","ASC","NA","757.6","18.6","596983","-.8","1.92","29.26","88.3","54.85","-23.56","39.21","19.68","10.45","59","Transportation","Transportation - Shipping","29.67"
"ASHLAND INC","ASH","3","3163.34","69.06","601379","-.88","-6.31","7.52","74.48","3.77","-13.68","8.19","76.45","47.49","98","Basic Materials","Chemical - Specialty","2.82"
"AerSale","ASLE","5","261.07","5.47","444675",".92","-2.5","-13.59","3.04","-32.17","-2.83","1.69","8.66","5.37","43","Aerospace","Aerospace - Defense Equipment","-1.23"
"Avino Silver","ASM","3","1049.71","6.18","3752948","-.8","-16.03","-1.44","28.73","-12.26","39.36","55.08","11.24","4.14","218","Basic Materials","Mining - Silver","38.18"
"Assembly Biosciences","ASMB","1","517.97","25.44","356613","-12.16","-27.89","-5.64","19.58","-34.05","153.52","-.06","38.5","22.26","50","Medical","Medical - Generic Drugs","-.06"
"ASML Holding","ASML","3","673034.25","1711.3199","1215392","8.64","-1.66","-9.12","73.8","41.02","20.81","30.11","1989.44","927.8","11","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","30.11"
"Ascendis Pharma","ASND","4","14820.11","237.59","754656","-10.32","-5.7","-9.9","54.72","-1.77","106.99","12.35","277.18","189.74","165","Medical","Medical - Biomedical and Genetics","70.99"
"Academy Sports and Outdoors","ASO","3","2985.96","48.49","2351770","-10.62","5.07","3.21","34.74","-14.43","2.02","6.75","61.19","41.73","98","Consumer Discretionary","Leisure and Recreation Products","6.39"
"ASP Isotopes Inc.","ASPI","NA","487.52","3.18","3852156","-.31","-18.25","-48.88","1.27","-47.6","475.51","-491.47","14.05","3.04","153","Basic Materials","Chemical - Diversified ","-427.98"
"Aspen Aerogels","ASPN","3","430.71","5.19","651041","6.57","3.59","-13.21","41.92","61.68","-40.11","-36.47","8.82","2.57","168","Construction","Building Products - Miscellaneous","-62.45"
"Astrana Health, Inc.","ASTH","3","1869.98","33.55","385430","-15.28","-11.97","-25.49","48.63","19.22","56.39","2.17","49.81","18.16","71","Medical","Medical - Outpatient and Home Healthcare","1.05"
"AST SpaceMobile","ASTS","3","24085.57","61.89","9270902","3.15","-.74","-28.67","22.31","-24.88","1505.21","-450.39","133.09","41.44","75","Computer and Technology","Wireless Equipment","-536.66"
"ASE Technology","ASX","2","97749.05","43.73","6412458","17.93","20.67","3.8","95.92","139.46","11.82","8.52","45.12","11.08","47","Computer and Technology","Electronics - Semiconductors","8.52"
"Amtech Systems","ASYS","2","262.27","14.98","333245","10.07","7","-27.25","46.81","5.23","-21.59","6.92","23.99","7.05","32","Computer and Technology","Semiconductor - General","4.9"
"Atour Lifestyle Holdings Limited Sponsored ADR","ATAT","3","4545.81","33.07","882489","1.88","-4.83","2.32","17.19","-26","40.99","16.75","42.9","31.03","181","Consumer Discretionary","Leisure and Recreation Services","16.75"
"Alphatec","ATEC","3","1570.77","10.17","2187906","-6.35","10.06","7.05","20.27","-57.39","24.95","3.1","22.68","6.99","95","Medical","Medical - Instruments","-13.5"
"A10 Networks","ATEN","3","1956.09","26.94","1079653","5.19","6.78","-25.85","48.19","34.26","11.03","23.3","38.11","16.55","85","Computer and Technology","Internet - Software","13.85"
"Anterix","ATEX","3","1639.77","83.62","308644","7.77","-7.48","-14.88","72.75","237.71","7.79","-387.24","108.21","17.99","106","Computer and Technology","Communication - Infrastructure","933.03"
"Autohome","ATHM","3","2458.9","21.35","706383","-1.66","-2.29","12.37","38.11","-15.44","-4.33","21.13","29.42","16.38","165","Computer and Technology","Internet - Services","17.05"
"ATI INC","ATI","1","25757.99","189.16","2006909",".54","-9.84","-4.32","72.46","45.32","5.16","11.84","231.78","77.01","43","Aerospace","Aerospace - Defense Equipment","10.09"
"Atkore","ATKR","2","3190.49","94.47","711097",".43","1.05","25.74","99.8","31.68","-10.98","5.4","94.55","55.3","106","Industrial Products","Wire and Cable Products","-5.55"
"Atmus Filtration Technologies Inc.","ATMU","3","3638.34","44.59","698906",".5","-7.36","-12.57","7.94","-24.27","5.67","12.39","65.57","42.78","102","Auto-Tires-Trucks","Automotive - Original Equipment","11.32"
"Atmos Energy","ATO","3","26745.82","158.27","919914","-3.4","-5.69","-9.48","NA","-16.76","12.91","28.5","192.29","158.27","181","Utilities","Utility - Gas Distribution","28.5"
"AptarGroup","ATR","3","7845.91","123.4","397809","-1.21","-8.42","-1.51","33.92","-10.8","5.42","9.11","145.72","111.94","206","Industrial Products","Containers - Paper and Packaging","9.22"
"AtriCure","ATRC","1","2966.52","58.32","1401564","4.53","18.34","103.21","97.6","29.97","14.88","2.03","59.12","25.86","98","Medical","Medical - Products","1.85"
"Astronics","ATRO","3","2951.28","68.62","643376","-3.3","-8.2","-19.89","57.76","33.84","8.39","10.94","93.45","34.67","43","Aerospace","Aerospace - Defense Equipment","8.4"
"ATS Corporation","ATS","5","1880.11","19.16","300983","-1.39","-.36","-30.5","3.97","-38.66","18.19","5.45","35.38","18.49","85","Industrial Products","Manufacturing - General Industrial ","1.6"
"AngloGold Ashanti PLC","AU","3","51463.44","101.93","2517197","1.44","-15.39","24.62","59.27","5.37","70.78","33.76","128.26","63.61","202","Basic Materials","Mining - Gold","32.19"
"Atlantic Union Bankshares","AUB","3","5554.07","38.89","1192775","-2.63","-4.96","-8","62.81","-2.87","51.58","34.06","43.39","31.29","82","Finance","Banks - Northeast","21.97"
"Aura Minerals Inc.","AUGO","3","7469.81","89.15","967481","3.3","2.04","40.06","74.68","55.9","55.13","27.08","109.14","30.19","184","Basic Materials","Mining - Miscellaneous","23.18"
"Aurinia Pharmaceuticals","AUPH","3","2209.98","16.61","774146","1.22",".24","-1.07","73.45","-8.19","20.38","44.63","18.62","11.05","165","Medical","Medical - Drugs","100.84"
